"individuo","Item_1","Item_2","Item_3","Item_4","Item_5","Item_6","Item_7","Item_8","Item_9","Item_10","Item_11","Item_12","Item_13","Item_14","Item_15","Item_16","Item_17","Item_18","Item_19","Item_20","Item_21","Item_22","Item_23","Item_24","Item_25","Item_26","Item_27","Item_28","Item_29","Item_30"
667,4,4,0,4,4,4,4,4,4,4,4,4,4,0,1,1,0,0,4,4,4,4,3,2,4,4,0,4,4,4
668,4,4,4,4,4,4,2,4,4,4,4,4,4,3,4,3,4,2,4,4,0,4,0,1,3,4,4,4,4,4
669,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,0,4,4,4,1,3,4,4
670,4,4,4,4,4,4,3,3,4,2,4,1,2,0,4,4,0,4,0,0,0,4,0,4,0,4,0,0,2,0
671,4,4,4,4,4,4,0,4,4,2,2,2,0,2,0,4,0,4,0,0,0,4,1,3,1,1,2,0,4,0
672,4,4,4,4,4,4,4,4,4,0,4,0,4,2,4,4,2,3,2,4,4,4,0,4,4,4,1,2,4,4
673,4,4,4,4,4,2,4,4,4,4,0,0,4,3,0,0,2,4,3,3,1,4,0,4,4,0,0,2,4,0
674,1,4,4,1,2,0,4,4,2,4,1,1,4,1,4,2,0,0,0,0,0,1,0,4,4,4,0,0,4,1
675,4,4,3,2,4,1,4,4,4,4,2,4,4,2,2,4,4,4,4,2,4,4,4,4,4,4,0,2,4,2
676,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,0,2,4,1,4,4,4,3,3,4,4,2,4,4,4
677,4,4,4,4,4,4,2,4,4,4,4,2,4,4,4,4,4,2,0,3,2,4,3,4,4,2,4,4,3,4
678,4,4,1,4,0,3,3,4,0,1,2,0,0,0,1,0,0,1,2,1,0,4,0,4,0,0,1,2,1,0
679,3,4,0,4,2,4,3,1,0,2,0,0,2,2,1,0,0,1,1,0,2,4,0,4,1,4,0,0,4,4
680,4,4,4,4,4,4,0,2,0,4,0,2,1,4,0,0,0,0,2,0,0,4,0,4,0,4,0,1,3,4
681,3,0,4,0,4,0,4,0,0,1,4,1,4,0,0,0,0,0,0,1,0,4,0,2,2,2,0,0,0,0
682,4,4,4,4,4,2,4,4,4,0,4,1,2,2,4,0,0,0,3,0,0,4,0,4,4,4,0,4,4,2
683,4,4,4,4,3,4,4,4,4,4,4,0,4,4,0,0,4,0,1,4,0,4,1,2,3,0,0,2,4,2
684,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,3,2,4,4,0,4,2,2,4,4,0,4,1,4
685,3,2,4,0,4,0,1,4,0,0,0,4,0,0,0,0,0,0,0,0,0,2,4,0,0,4,0,0,0,0
686,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,1,0,4,4,4,4,4,2,1,4,4
687,4,4,4,4,4,4,4,4,0,2,2,2,0,2,0,4,0,0,0,0,4,2,2,2,0,4,0,0,2,0
688,3,4,4,4,4,4,4,4,0,1,2,2,0,4,0,2,0,1,2,2,0,4,0,4,4,0,0,0,2,0
689,4,4,4,4,4,4,4,3,3,0,4,0,1,0,0,2,0,0,0,0,0,4,0,4,2,4,0,3,4,2
690,4,4,4,4,4,4,4,4,0,0,0,0,0,1,3,4,0,0,0,2,4,4,0,1,0,4,0,4,4,4
691,4,4,4,2,4,3,2,4,4,4,4,4,4,2,3,0,1,4,0,0,0,4,0,4,4,4,1,4,1,4
692,4,4,4,4,0,4,2,4,0,3,2,4,0,1,2,0,0,1,0,0,4,4,0,4,0,4,0,4,2,2
693,3,4,4,3,4,3,4,4,2,2,4,0,1,2,2,2,2,0,4,0,2,4,0,4,4,4,2,2,0,0
694,3,4,4,4,4,0,4,3,4,1,1,0,0,4,0,3,0,3,0,0,0,1,0,4,0,2,0,3,4,3
695,4,2,4,4,4,3,4,4,4,4,4,4,0,3,0,0,0,4,0,2,4,0,2,4,0,4,0,0,0,2
696,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,4,4,4,4,0,4,2,4,2,4,4,4
697,3,3,4,4,1,2,4,0,4,3,1,4,0,0,2,0,0,0,4,4,0,4,0,0,2,4,0,0,1,0
698,4,4,4,4,0,0,4,0,4,4,0,4,4,0,2,4,4,0,0,4,0,0,0,4,2,4,0,1,4,0
699,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4,2,0,4,4,4,0,4,4,4,4,4,0,4,4,4
700,4,4,4,4,4,0,4,2,4,4,4,4,4,4,0,2,1,4,0,1,0,4,3,4,4,4,1,2,3,0
701,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4,3,4,2,4,4,4,4,4,2,3
702,4,1,0,4,1,4,4,0,4,2,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,4,2,0,2,4
703,4,4,4,4,3,4,4,4,4,4,4,3,2,4,4,4,1,0,4,0,2,4,2,4,2,4,3,0,2,4
704,4,4,1,4,4,4,0,0,4,4,4,4,4,0,0,0,4,0,0,4,0,4,0,2,0,4,0,0,1,1
705,1,4,4,4,4,4,4,4,4,1,3,4,0,0,0,3,4,0,4,0,0,4,1,4,4,4,1,2,4,2
706,4,0,4,0,2,2,4,4,4,4,2,0,4,4,3,4,4,4,4,0,0,4,4,4,4,4,0,3,3,1
707,4,3,4,4,4,4,4,2,0,4,0,2,3,0,3,4,0,2,0,0,0,4,0,4,0,2,0,4,1,3
708,4,4,4,4,4,4,4,4,0,3,4,2,2,1,0,4,2,4,0,0,0,4,0,4,2,4,0,0,4,3
709,3,4,4,4,4,4,2,4,4,4,4,4,4,0,4,2,2,2,4,0,2,4,4,4,4,4,4,4,4,4
710,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,2,4,4,4,4,4,4,1,4,4,4
711,3,4,4,0,4,0,4,4,4,0,4,1,0,0,2,2,0,4,0,0,0,4,3,4,2,4,0,3,0,1
712,0,4,4,0,4,4,4,3,0,4,4,2,3,4,4,0,0,4,2,4,0,4,0,3,4,4,0,4,4,4
713,4,4,4,4,4,4,4,4,4,3,1,2,4,4,4,2,0,4,2,4,4,3,0,3,4,4,0,4,4,2
714,3,4,4,4,4,4,4,4,1,4,4,4,2,2,4,0,4,4,0,0,0,4,0,4,4,0,4,2,4,4
715,4,4,4,4,0,4,0,4,4,1,3,0,1,1,3,0,1,0,0,0,4,4,0,4,4,4,1,4,2,2
716,4,4,0,4,4,4,4,0,4,4,4,4,4,1,4,4,0,2,3,1,1,4,2,4,4,4,0,4,4,4
717,4,3,4,4,0,4,2,4,1,3,0,1,0,1,3,0,0,4,4,0,0,4,2,4,4,4,0,0,4,2
718,4,4,4,2,4,4,4,4,4,4,0,0,4,4,4,0,0,0,1,2,0,4,4,2,0,2,0,2,4,4
719,4,3,4,4,4,4,4,4,4,3,4,2,4,4,4,0,0,0,4,0,4,4,0,4,4,4,0,4,4,4
720,4,4,4,4,4,0,3,4,4,4,4,4,4,4,4,4,3,1,3,0,1,4,4,4,4,4,0,4,4,4
721,3,4,4,4,4,4,4,0,1,2,4,1,2,3,4,4,0,0,0,0,0,4,0,2,4,4,4,0,4,4
722,4,4,4,4,4,4,2,4,2,4,4,4,4,4,4,2,1,0,0,0,2,4,2,4,0,4,2,4,4,3
723,4,3,4,4,4,4,4,4,3,4,4,4,1,4,3,1,4,4,3,4,0,4,4,4,4,4,0,4,4,4
724,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,0,4,4,4,4,4,4,1,2,2,4,4,4,1,4
725,4,4,3,0,0,3,0,0,2,0,4,0,0,0,0,0,2,4,0,0,0,4,0,4,0,0,0,0,0,0
726,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,3,3,4,0,4,0,4,2,4,4,4,4,4,4,4
727,4,4,2,4,4,4,4,3,4,4,3,2,4,4,4,3,0,4,0,0,0,4,4,4,3,4,0,4,4,4
728,4,4,4,2,4,4,4,4,4,4,4,4,4,4,0,0,4,4,1,0,1,4,2,4,4,4,4,0,4,4
729,4,4,4,0,4,4,0,0,4,4,4,4,4,2,4,4,4,2,0,4,1,4,2,2,2,4,0,1,4,0
730,4,4,4,4,0,2,4,4,3,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,4,4,0,0,0,1
731,4,3,4,2,4,1,4,0,4,0,4,4,2,4,2,2,4,0,0,0,1,4,0,2,0,4,4,3,3,4
732,4,1,4,2,3,4,0,0,0,0,1,0,0,0,0,3,0,0,3,0,0,1,0,2,0,4,0,2,0,3
733,4,4,4,4,4,4,4,4,2,1,4,1,0,0,3,4,0,0,0,4,4,4,0,2,0,4,0,4,4,3
734,2,3,4,0,2,3,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,2,2,0
735,1,4,4,0,1,2,0,0,4,0,2,0,1,2,0,0,0,0,0,0,0,4,0,0,0,1,4,0,3,0
736,4,4,0,4,4,4,4,3,4,4,4,2,4,3,1,4,2,4,0,3,0,4,0,4,2,4,4,0,4,4
737,3,4,4,0,2,2,4,3,4,1,4,0,0,0,0,1,4,0,0,0,0,1,2,0,4,2,0,2,2,4
738,3,4,4,4,4,0,0,4,0,0,0,2,0,0,0,0,0,4,4,0,0,4,0,0,0,4,0,3,0,0
739,4,0,2,2,4,4,4,0,0,1,4,4,4,1,0,0,1,0,0,0,0,4,0,2,4,4,0,3,3,0
740,4,4,4,4,0,4,4,4,4,4,4,1,1,0,0,2,0,0,0,2,0,4,4,4,0,4,0,4,2,4
741,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,2,2,2,0,0,0,4,2,0,4,4,0,4,2,1
742,4,4,4,4,0,0,4,4,4,4,4,4,4,4,3,2,2,0,4,4,3,1,4,4,4,4,2,4,4,4
743,0,4,4,4,0,0,4,4,4,4,4,4,4,1,1,1,0,0,2,1,4,4,0,4,4,4,0,4,2,4
744,3,4,4,4,4,4,0,1,0,4,1,0,0,0,1,2,0,0,1,0,0,4,0,0,0,4,0,2,0,0
745,4,4,4,4,2,4,0,4,4,4,4,3,2,4,4,4,1,4,4,0,0,4,2,4,4,4,4,4,4,3
746,4,4,0,4,2,1,4,4,4,4,1,4,0,2,4,0,0,4,4,0,2,1,4,4,1,4,0,4,4,2
747,0,2,2,2,1,0,1,0,4,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,1,2,4,0
748,4,4,4,4,4,1,4,4,4,4,4,4,2,4,4,2,0,2,0,0,4,4,4,4,4,4,2,0,4,0
749,4,4,4,3,4,4,4,4,4,0,4,4,4,2,4,0,4,2,4,0,0,4,0,1,4,4,2,2,4,0
750,4,2,1,4,4,4,4,4,4,4,4,4,0,4,2,0,0,4,0,4,2,1,0,4,4,0,2,4,2,4
751,4,2,1,4,2,4,4,0,4,1,2,0,4,0,0,2,2,4,2,3,0,4,3,4,0,1,2,2,3,4
752,4,0,2,0,0,2,0,4,0,4,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,2,0,0,0,0
753,4,4,4,4,4,4,1,4,4,4,2,0,4,4,4,0,0,4,2,2,0,4,0,4,4,4,0,3,4,4
754,4,3,4,0,4,4,4,0,4,0,4,2,0,0,0,4,4,0,0,0,0,0,0,0,1,4,4,0,1,3
755,4,4,3,1,4,4,4,4,4,4,4,0,4,4,4,3,4,4,4,2,2,4,1,4,4,4,1,4,4,4
756,4,4,2,4,4,0,4,4,4,1,3,0,4,1,2,2,1,4,0,4,2,4,0,4,4,4,1,4,4,4
757,4,4,3,3,0,3,0,2,0,3,4,0,0,1,0,1,0,0,0,0,3,0,0,0,0,0,0,1,0,0
758,4,4,4,4,4,2,4,4,4,2,4,4,2,1,4,4,4,0,4,4,2,4,4,3,0,4,0,3,0,0
759,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,2,4,4,4,4,3,4,4
760,4,4,4,4,4,2,4,4,4,0,3,0,0,0,3,0,4,0,4,0,2,4,1,4,2,2,0,0,0,0
761,4,4,4,1,4,2,4,4,4,4,4,3,4,4,2,0,4,0,2,0,4,4,4,3,4,4,0,4,4,0
762,4,4,4,2,4,2,4,4,4,2,0,0,2,0,0,2,0,0,0,0,0,3,0,2,0,2,0,4,0,1
763,4,2,4,4,4,2,4,0,2,4,4,2,1,0,4,4,0,4,2,0,0,4,4,4,1,4,0,2,4,4
764,4,4,0,4,4,3,0,2,4,4,4,4,2,4,2,0,0,0,0,0,4,4,0,4,4,4,0,4,4,0
765,3,4,1,1,4,4,1,0,2,4,4,0,0,0,0,2,4,0,0,0,0,4,1,1,4,4,0,1,3,3
766,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,2,4,2,4,0,4,0,4,2,4,4,4,4,4
767,4,1,2,2,3,3,4,2,4,4,0,0,2,1,4,4,0,0,0,0,4,4,0,4,4,4,0,0,4,4
768,1,4,4,4,4,4,4,0,4,2,2,2,0,2,4,0,0,0,0,2,0,4,2,0,0,4,1,4,0,2
769,4,4,4,4,4,4,2,4,4,0,0,0,1,0,1,0,3,0,0,0,0,1,0,4,0,2,0,4,4,4
770,4,4,4,4,4,4,4,4,4,4,4,2,0,4,4,2,4,4,0,2,4,4,1,4,3,4,0,4,2,2
771,3,4,4,4,4,2,2,4,4,4,4,0,0,0,2,4,0,4,4,1,4,4,4,4,0,4,1,4,4,4
772,4,4,4,4,4,4,4,4,4,1,2,0,0,4,4,4,4,4,4,1,3,0,0,4,4,4,4,4,4,2
773,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,1,2,1,1,4,4,4,3,4,4,4,2,0,4,3
774,3,4,4,4,4,4,0,4,4,0,0,4,3,0,4,4,0,4,0,0,3,4,0,4,0,0,1,0,3,4
775,4,1,4,0,4,4,4,4,4,4,0,3,0,4,0,4,4,0,0,0,2,4,3,0,0,4,4,2,4,2
776,4,4,4,4,2,4,2,0,0,1,4,4,4,4,0,3,1,4,0,4,0,4,0,3,3,4,1,0,4,0
777,4,4,4,4,4,4,4,2,4,4,0,4,4,1,2,4,0,0,4,2,0,4,0,4,4,4,0,4,4,4
778,4,4,4,4,4,3,4,2,4,1,4,1,2,1,2,3,0,0,4,2,0,4,0,4,4,4,0,0,2,4
779,3,2,4,4,4,0,4,4,0,0,0,4,4,0,0,0,0,0,1,0,0,4,0,2,2,4,0,0,2,0
780,4,4,4,4,4,0,4,4,4,1,4,4,1,4,4,4,3,0,4,0,2,4,0,4,4,2,1,4,4,3
781,4,4,4,4,4,4,4,4,4,4,3,2,4,2,0,4,0,4,0,4,0,4,2,2,0,4,0,4,4,4
782,4,4,2,3,4,4,4,4,0,4,2,4,4,0,1,4,4,0,2,0,0,4,0,3,2,4,2,2,2,4
783,4,4,1,4,4,4,4,4,2,4,4,4,4,0,4,4,1,4,0,0,0,4,0,4,4,4,0,2,4,4
784,4,4,4,4,4,4,4,4,4,4,4,2,4,4,0,0,4,0,2,0,1,4,0,4,2,4,0,4,4,1
785,4,4,4,4,0,4,4,4,4,4,4,2,1,2,0,0,2,0,0,4,3,4,0,4,4,4,2,4,4,0
786,3,4,1,4,1,4,4,2,2,3,2,2,0,0,0,0,4,0,0,0,1,4,0,1,4,0,0,2,0,1
787,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,1,0,2,0,3,4,2,2,4,4,4,4,4,0
788,4,3,4,1,4,4,4,0,3,3,4,4,0,2,0,4,0,3,0,4,0,4,1,4,4,4,0,3,4,3
789,4,4,4,4,4,4,4,4,4,2,4,4,1,0,4,4,4,0,2,0,2,4,4,2,2,4,1,4,1,2
790,4,4,2,4,4,4,4,0,4,4,4,0,0,4,4,0,3,4,4,0,4,4,0,4,4,4,4,1,4,4
791,3,4,4,4,4,4,4,0,4,4,0,1,4,2,0,0,0,2,0,1,0,4,4,2,0,4,0,0,4,2
792,4,3,3,2,4,3,4,4,4,0,0,0,0,0,0,0,0,2,0,0,2,4,0,3,4,4,4,1,1,0
793,3,3,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,0,2,0,2,2,0
794,4,4,4,0,0,0,3,0,2,2,0,0,2,0,0,0,0,0,0,4,0,4,0,0,0,4,0,2,1,0
795,4,3,4,2,4,4,4,4,4,4,2,4,4,4,2,0,2,4,4,3,4,4,2,4,4,4,2,3,4,3
796,4,4,4,4,4,4,4,1,0,3,0,0,0,0,0,0,2,2,0,4,0,4,2,1,4,0,0,1,0,4
797,4,4,4,0,2,1,4,4,0,0,2,4,0,0,0,0,0,3,0,4,0,4,0,0,0,4,4,4,4,0
798,4,4,4,4,3,4,0,4,0,4,4,1,0,4,0,4,0,0,0,0,0,4,0,1,4,4,1,4,3,3
799,4,4,4,4,4,4,0,4,4,1,4,4,4,3,1,0,4,0,4,0,3,4,0,4,4,4,4,2,0,2
800,4,4,4,4,4,4,3,2,1,4,4,2,2,1,4,1,0,0,4,4,2,4,0,4,0,4,1,4,4,4
801,4,4,4,4,4,0,0,4,4,4,4,4,0,4,1,1,4,0,4,0,0,4,0,4,4,4,4,4,4,0
802,4,2,0,4,0,4,3,4,4,4,4,4,2,0,0,0,0,2,0,4,0,4,0,2,1,2,2,1,4,4
803,3,3,4,4,4,4,4,0,0,0,2,0,4,0,2,4,3,0,0,0,0,1,0,3,0,4,0,4,4,1
804,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4,1,4,4,3,4,4,4,4,4,4,4,4,4,4,4
805,4,4,4,4,4,0,4,4,4,4,0,0,1,0,0,0,4,0,0,0,0,0,0,4,2,4,2,0,3,0
806,2,0,0,0,4,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,2,0,2,0,0,0,4
807,4,0,3,1,0,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,2,0,4,0,1,2,0
808,4,4,4,4,4,4,4,3,4,4,2,4,0,4,4,0,0,0,0,4,4,4,0,4,4,4,0,2,4,4
809,4,4,4,4,4,4,4,4,4,2,4,4,2,0,2,0,4,0,3,3,0,4,0,4,1,4,0,3,2,4
810,4,4,2,0,4,4,2,4,2,0,4,0,0,1,0,4,0,0,0,0,0,4,0,3,0,4,0,4,4,0
811,3,4,4,4,2,0,4,4,1,4,3,4,4,4,0,3,2,4,3,3,4,1,0,4,4,4,0,4,3,4
812,2,4,4,4,4,4,4,4,0,4,2,4,4,4,4,4,2,4,0,0,2,4,0,4,4,4,4,4,4,4
813,4,4,0,4,0,4,4,4,2,4,2,4,0,4,2,0,4,0,0,4,4,4,0,4,2,4,0,4,4,2
814,3,4,4,4,4,4,4,0,4,4,4,4,0,4,3,4,0,4,1,2,4,4,0,0,4,4,0,2,4,4
815,4,4,0,4,4,4,0,3,0,0,0,0,0,0,4,0,3,0,0,0,0,3,0,4,0,4,0,0,0,1
816,4,4,4,4,4,0,4,4,4,4,0,0,2,4,2,0,4,0,4,3,4,4,0,0,0,4,2,2,4,4
817,4,4,2,4,4,4,4,4,4,4,4,0,1,1,1,4,0,0,2,2,1,4,0,3,4,4,4,4,4,4
818,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,2,4,4,4,4,4,3,4,4,2
819,4,4,0,4,4,4,4,4,4,4,0,4,2,4,0,0,1,0,0,2,0,4,1,4,4,4,0,3,4,4
820,4,4,4,4,4,1,4,4,2,0,0,4,4,1,0,4,0,0,0,3,0,4,0,4,1,4,4,1,4,4
821,4,4,4,4,4,3,4,4,4,4,4,4,4,2,4,0,4,4,1,4,4,4,0,4,4,4,2,2,0,4
822,1,0,4,2,4,0,2,4,1,1,0,2,1,0,0,4,0,0,0,0,0,4,0,0,0,1,0,4,3,0
823,4,4,0,4,4,4,4,4,3,4,0,0,2,2,1,2,0,4,0,2,2,4,0,0,4,4,0,4,0,3
824,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,2,4,4,4,4,4,4,4,3,4
825,4,4,4,4,0,4,4,4,4,2,4,0,1,4,3,0,2,0,4,0,4,4,0,2,4,4,0,0,4,2
826,0,4,1,0,0,4,0,0,3,4,2,0,1,4,0,0,0,4,0,0,0,4,0,4,0,4,0,2,0,0
827,4,4,4,4,4,4,4,4,4,4,4,4,0,4,3,0,4,4,2,0,2,4,4,4,4,4,0,4,4,4
828,4,4,4,2,3,4,4,1,4,4,4,4,1,0,2,2,2,4,0,4,0,4,2,4,2,4,1,0,4,4
829,4,4,4,4,4,4,4,4,4,4,4,4,2,1,2,4,4,2,0,0,0,4,1,4,1,4,4,4,4,4
830,4,4,2,4,4,3,4,2,4,0,4,1,0,0,0,1,4,0,0,0,0,4,0,2,0,4,0,0,0,0
831,4,4,4,4,4,4,3,4,4,4,2,2,1,4,0,4,4,0,4,4,2,4,0,2,2,4,4,4,4,4
832,0,4,4,4,4,4,4,4,4,4,4,3,4,2,4,2,2,4,0,2,0,4,2,4,4,4,1,2,4,2
833,4,4,4,4,4,4,4,4,2,2,0,4,0,4,0,0,2,2,4,2,1,4,4,0,3,4,4,2,4,4
834,4,4,4,4,4,4,0,4,4,4,4,4,4,2,4,4,4,4,2,3,4,4,0,4,4,4,2,4,4,4
835,4,4,2,4,4,2,4,4,3,4,4,4,1,0,2,3,4,4,0,0,0,4,0,4,0,4,4,2,4,4
836,4,4,4,0,4,0,4,4,4,1,4,4,0,0,0,0,4,0,0,0,0,4,0,2,4,0,0,1,3,2
837,0,4,2,2,4,0,0,0,1,4,3,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1
838,4,4,4,4,4,4,4,4,2,4,4,4,4,4,3,0,0,4,1,4,4,4,2,4,2,4,4,4,4,4
839,4,4,3,0,4,4,1,1,4,4,4,2,0,0,0,0,0,0,0,0,2,4,1,4,1,4,0,4,4,1
840,4,4,4,4,4,4,4,4,4,2,3,2,0,4,1,0,0,4,0,0,0,4,0,0,4,4,4,4,4,1
841,4,4,4,4,2,2,4,4,0,4,4,0,0,2,1,2,2,4,0,0,2,4,0,0,2,4,0,4,2,4
842,4,4,4,4,4,4,3,2,4,4,0,4,4,2,0,0,0,1,0,2,2,4,0,4,2,4,0,4,0,4
843,4,4,4,0,4,4,3,4,3,4,4,4,2,0,0,4,0,1,4,4,0,4,0,4,0,4,0,4,4,0
844,4,4,4,4,4,2,4,4,2,4,4,4,4,4,4,0,4,4,0,0,2,4,0,4,3,4,0,4,4,4
845,4,4,0,4,0,4,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3
846,0,4,1,0,1,4,1,4,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,2,0,0,1,0
847,4,4,1,4,4,2,4,2,4,2,3,4,0,0,4,4,4,4,0,0,1,4,0,4,2,4,4,2,2,4
848,4,4,4,4,4,2,4,3,4,4,3,1,1,0,4,3,0,2,0,0,2,4,4,2,4,4,0,4,1,2
849,4,4,4,1,4,4,2,4,4,4,4,4,1,2,1,0,4,0,4,3,0,4,2,4,4,4,1,0,2,4
850,3,4,4,4,2,4,1,2,2,4,2,4,0,1,4,2,0,4,2,0,0,4,0,2,0,4,0,0,1,2
851,4,4,4,4,4,4,2,4,4,0,4,4,0,4,2,4,2,0,2,0,0,4,0,4,4,4,1,4,4,3
852,4,4,4,4,0,2,0,4,4,0,1,4,0,3,0,0,0,0,0,0,0,4,0,4,0,2,0,0,2,4
853,4,4,4,4,4,4,4,4,2,2,4,4,4,4,0,4,4,0,2,0,3,4,0,4,4,4,1,4,4,4
854,4,4,4,4,0,4,2,4,4,4,4,0,4,3,4,0,3,0,0,4,1,4,2,4,4,4,4,4,4,4
855,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,0,1,2,4,0,4,4,4,4,4,4,0,4,4
856,3,0,4,4,1,4,4,0,4,2,2,0,2,0,0,2,0,1,2,0,0,4,0,0,0,4,0,2,0,4
857,4,4,4,4,4,3,4,4,4,4,4,2,4,4,1,4,0,0,2,0,4,4,0,4,0,4,1,1,2,2
858,1,4,4,4,4,4,4,4,4,4,4,2,4,2,4,0,0,2,0,0,2,4,0,4,4,4,0,4,4,4
859,4,1,0,4,4,2,4,3,4,0,4,2,0,0,4,0,0,0,3,0,0,4,0,0,1,0,0,0,0,4
860,4,4,4,2,4,3,1,0,4,2,0,0,0,0,0,0,4,0,2,2,0,4,0,3,0,4,2,4,2,1
861,4,4,4,0,4,4,0,3,3,4,4,0,0,4,0,4,2,0,0,2,0,4,0,3,0,4,0,3,4,2
862,4,4,4,4,0,4,4,4,4,4,4,4,0,4,2,4,0,4,4,0,4,4,3,0,4,4,2,4,4,2
863,4,4,4,4,4,4,4,4,2,4,4,3,4,4,4,0,2,1,4,0,0,4,0,4,0,4,0,4,4,0
864,4,4,4,4,3,4,2,4,3,0,4,3,1,1,0,0,0,0,2,4,0,4,0,4,4,0,0,2,4,4
865,4,2,4,4,4,4,2,4,4,4,4,4,4,2,4,2,0,0,0,0,0,4,2,4,2,4,0,4,3,0
866,0,2,4,4,4,4,0,4,4,0,4,0,1,4,2,0,1,0,4,0,4,4,0,0,1,0,2,4,2,0
867,4,3,4,4,1,4,3,4,3,4,4,4,4,0,1,4,2,0,2,3,0,4,2,2,2,4,4,1,4,4
868,4,4,0,4,4,4,4,4,4,4,4,4,2,1,0,3,4,2,0,2,0,4,0,4,4,4,2,4,0,0
869,4,4,4,4,4,4,4,4,2,1,4,4,2,4,3,2,4,4,4,4,2,4,0,4,4,4,0,4,4,4
870,3,4,4,4,4,4,4,4,2,0,2,0,2,2,4,0,4,0,0,1,0,4,1,4,0,4,0,1,0,2
871,1,4,4,4,4,4,4,4,2,4,4,4,4,4,4,0,0,0,0,4,2,4,0,4,4,4,0,4,4,4
872,4,4,0,4,4,1,4,2,3,2,4,0,2,0,0,0,0,0,4,1,0,4,0,1,1,0,1,0,3,2
873,4,4,4,4,1,1,4,4,4,4,4,2,3,0,0,0,4,0,4,0,2,4,0,4,4,4,4,4,4,4
874,4,4,4,4,2,2,3,4,2,4,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0
875,4,4,4,2,4,2,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4
876,4,4,4,0,4,0,0,4,4,4,4,3,1,0,0,4,4,0,0,0,0,4,0,4,4,4,0,4,4,3
877,3,0,1,4,4,4,1,4,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2
878,4,4,4,4,1,4,1,3,1,4,0,1,1,0,0,4,2,0,3,0,0,4,0,2,0,4,0,0,0,0
879,0,4,0,3,4,2,4,0,4,4,1,1,0,4,1,4,4,0,2,0,4,4,2,4,4,0,0,4,4,4
880,4,4,4,1,2,1,4,0,2,2,0,0,0,0,0,0,0,0,3,0,0,4,0,1,0,4,0,0,2,4
881,4,4,4,4,4,4,4,3,3,4,4,2,0,1,4,4,0,4,4,0,0,4,0,1,0,4,4,0,4,4
882,4,4,4,4,4,1,4,0,3,4,0,4,2,1,4,0,0,2,0,0,0,4,0,4,0,4,0,2,3,0
883,4,4,4,4,4,4,0,1,0,4,4,2,0,0,3,4,0,0,0,0,0,4,2,4,4,4,1,4,4,0
884,4,4,4,2,4,2,4,1,0,0,4,1,0,0,0,0,2,0,0,0,0,4,0,2,0,4,0,1,0,4
885,4,0,0,4,2,2,0,4,4,0,0,0,0,0,0,2,0,4,0,0,0,1,0,4,4,0,1,0,0,1
886,4,0,4,4,2,1,4,4,4,4,4,4,0,4,2,1,0,1,0,0,1,4,0,2,0,4,4,3,4,3
887,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,2,4,4,3,4,4,4,2,4,4,4
888,1,4,4,4,2,4,4,2,4,4,4,3,0,1,2,0,0,4,4,0,0,4,2,4,2,2,1,4,4,2
889,3,4,4,4,4,4,4,4,1,0,0,0,0,0,2,4,0,0,0,0,0,4,4,4,0,4,0,3,0,0
